"seqname","accession","tax_id","tax_name","isType","ok","i","outlier","selected","label"
"136B-27","","39948_1","Dialister sp. type 1",FALSE,TRUE,2375,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"3BV-106","","39948_1","Dialister sp. type 1",FALSE,TRUE,2376,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"3BV-74","","39948_1","Dialister sp. type 1",FALSE,TRUE,2377,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"4BVB-11","","39948_1","Dialister sp. type 1",FALSE,TRUE,2378,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"4VAG-89","","39948_1","Dialister sp. type 1",FALSE,TRUE,2379,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"7BVB-73","","39948_1","Dialister sp. type 1",FALSE,TRUE,2380,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"113S1-83","","39948_2","Dialister sp. type 2",FALSE,TRUE,2382,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123F-3","","39948_2","Dialister sp. type 2",FALSE,TRUE,2384,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123F2-80","","39948_2","Dialister sp. type 2",FALSE,TRUE,2385,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123F3-78","","39948_2","Dialister sp. type 2",FALSE,TRUE,2386,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123Q-21","","39948_2","Dialister sp. type 2",FALSE,TRUE,2387,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"163B-19","","39948_2","Dialister sp. type 2",FALSE,TRUE,2388,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"1BV-20","","39948_2","Dialister sp. type 2",FALSE,TRUE,2389,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"1BVBACT-2","","39948_2","Dialister sp. type 2",FALSE,TRUE,2390,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"7BVA-47","","39948_2","Dialister sp. type 2",FALSE,TRUE,2394,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"7BVB-75","","39948_2","Dialister sp. type 2",FALSE,TRUE,2395,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123B-72","","40543","Sneathia sanguinegens",FALSE,TRUE,2396,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"4BVB-23","","40543","Sneathia sanguinegens",FALSE,TRUE,2401,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"5BVBACT-111","","40543","Sneathia sanguinegens",FALSE,TRUE,2403,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"7BVB-4","","40543","Sneathia sanguinegens",FALSE,TRUE,2406,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"S000096693","AJ344093","40543","Sneathia sanguinegens",TRUE,TRUE,2407,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"113S1-21","","40544","Sutterella",FALSE,TRUE,2409,FALSE,TRUE,"Sutterella (40544)"
"S000017346","AJ278695","419015","Alloscardovia omnicolens",FALSE,TRUE,2410,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000018908","AJ278694","419015","Alloscardovia omnicolens",FALSE,TRUE,2411,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000775411","AM419458","419015","Alloscardovia omnicolens",FALSE,TRUE,2412,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000775412","AM419459","419015","Alloscardovia omnicolens",FALSE,TRUE,2413,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000775413","AM419460","419015","Alloscardovia omnicolens",FALSE,TRUE,2414,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000651751","DQ379505","470","Acinetobacter baumannii",FALSE,TRUE,2421,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S001098970","EU661697","470","Acinetobacter baumannii",FALSE,TRUE,2439,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S001098973","EU661700","470","Acinetobacter baumannii",FALSE,TRUE,2440,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S001239719","EF159726","470","Acinetobacter baumannii",FALSE,TRUE,2451,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S001263766","FJ009590","470","Acinetobacter baumannii",FALSE,TRUE,2452,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S000381579","Z93434","471","Acinetobacter calcoaceticus",TRUE,TRUE,2474,TRUE,TRUE,"Acinetobacter calcoaceticus (471)"
"S000508582","AY823621","471","Acinetobacter calcoaceticus",FALSE,TRUE,2477,FALSE,TRUE,"Acinetobacter calcoaceticus (471)"
"S000927437","EU118781","471","Acinetobacter calcoaceticus",FALSE,TRUE,2489,FALSE,TRUE,"Acinetobacter calcoaceticus (471)"
"S001351609","FJ816062","471","Acinetobacter calcoaceticus",FALSE,TRUE,2522,FALSE,TRUE,"Acinetobacter calcoaceticus (471)"
"S001574903","FJ976609","471","Acinetobacter calcoaceticus",FALSE,TRUE,2550,FALSE,TRUE,"Acinetobacter calcoaceticus (471)"
"S000389888","AF243146","47715","Lactobacillus rhamnosus",FALSE,TRUE,2557,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000422104","AY675253","47715","Lactobacillus rhamnosus",FALSE,TRUE,2559,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000422105","AY675254","47715","Lactobacillus rhamnosus",FALSE,TRUE,2560,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000444212","AY773957","47715","Lactobacillus rhamnosus",FALSE,TRUE,2561,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000444213","AY773958","47715","Lactobacillus rhamnosus",FALSE,TRUE,2562,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000478280","AY852248","47715","Lactobacillus rhamnosus",FALSE,TRUE,2563,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000859948","EF534204","47715","Lactobacillus rhamnosus",FALSE,TRUE,2567,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S001241390","FJ409226","47715","Lactobacillus rhamnosus",FALSE,TRUE,2571,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S001548994","EU825659","47715","Lactobacillus rhamnosus",FALSE,TRUE,2572,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S001589620","GQ461595","47715","Lactobacillus rhamnosus",FALSE,TRUE,2574,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"136F-115","","47770","Lactobacillus crispatus",FALSE,TRUE,2581,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"4VAG-338F-15","","47770","Lactobacillus crispatus",FALSE,TRUE,2594,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000003123","AJ242969","47770","Lactobacillus crispatus",FALSE,TRUE,2595,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000009255","Y17362","47770","Lactobacillus crispatus",TRUE,TRUE,2596,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000389883","AF243141","47770","Lactobacillus crispatus",FALSE,TRUE,2597,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000389909","AF243167","47770","Lactobacillus crispatus",FALSE,TRUE,2601,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000389917","AF243175","47770","Lactobacillus crispatus",FALSE,TRUE,2607,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000636272","DQ316398","47770","Lactobacillus crispatus",FALSE,TRUE,2610,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000636355","DQ317604","47770","Lactobacillus crispatus",FALSE,TRUE,2611,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000639015","DQ333457","47770","Lactobacillus crispatus",FALSE,TRUE,2612,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000005899","D84015","47880","Pseudomonas fulva",TRUE,TRUE,2619,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S000261175","AB046997","47880","Pseudomonas fulva",FALSE,TRUE,2620,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S000587583","DQ141541","47880","Pseudomonas fulva",FALSE,TRUE,2624,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S001198469","EU239167","47880","Pseudomonas fulva",FALSE,TRUE,2635,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S001241512","FJ418772","47880","Pseudomonas fulva",FALSE,TRUE,2637,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S001609989","EU977586","47885","Pseudomonas oryzihabitans",FALSE,TRUE,2648,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
"S001610120","EU977717","47885","Pseudomonas oryzihabitans",FALSE,TRUE,2651,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
"S001610143","EU977740","47885","Pseudomonas oryzihabitans",FALSE,TRUE,2654,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
"S001610144","EU977741","47885","Pseudomonas oryzihabitans",FALSE,TRUE,2655,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
"S000004324","D84004","47885","Pseudomonas oryzihabitans",TRUE,TRUE,2657,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
"S000010758","X82451","52773","Actinomyces meyeri",TRUE,TRUE,2658,FALSE,TRUE,"Actinomyces meyeri (52773)"
"S000003547","Y07839","54005","Peptoniphilus harei",TRUE,TRUE,2659,FALSE,TRUE,"Peptoniphilus harei (54005)"
"S000004313","X80725","562","Escherichia coli",TRUE,TRUE,2718,FALSE,TRUE,"Escherichia coli (562)"
"S000135860","AJ567607","562","Escherichia coli",FALSE,TRUE,2731,FALSE,TRUE,"Escherichia coli (562)"
"S000860489","EF560790","562","Escherichia coli",FALSE,TRUE,2753,FALSE,TRUE,"Escherichia coli (562)"
"S001550309","FJ997270","562","Escherichia coli",FALSE,TRUE,2774,FALSE,TRUE,"Escherichia coli (562)"
"S001576676","GQ273514","562","Escherichia coli",FALSE,TRUE,2777,FALSE,TRUE,"Escherichia coli (562)"
"S000639013","DQ333356","575","Raoultella planticola",FALSE,TRUE,2787,FALSE,TRUE,"Raoultella planticola (575)"
"S000090215","X93215","575","Raoultella planticola",FALSE,TRUE,2792,FALSE,TRUE,"Raoultella planticola (575)"
"S000385771","AB099400","575","Raoultella planticola",FALSE,TRUE,2794,FALSE,TRUE,"Raoultella planticola (575)"
"S000385778","AB099407","575","Raoultella planticola",FALSE,TRUE,2796,FALSE,TRUE,"Raoultella planticola (575)"
"S000387364","AF129443","575","Raoultella planticola",TRUE,TRUE,2797,FALSE,TRUE,"Raoultella planticola (575)"
"S000006483","AB009457","70775","Pseudomonas plecoglossicida",TRUE,TRUE,2802,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)"
"S000559100","DQ095887","70775","Pseudomonas plecoglossicida",FALSE,TRUE,2806,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)"
"S000559123","DQ095910","70775","Pseudomonas plecoglossicida",FALSE,TRUE,2822,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)"
"S001242372","FJ455450","70775","Pseudomonas plecoglossicida",FALSE,TRUE,2837,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)"
"S001610121","EU977718","70775","Pseudomonas plecoglossicida",FALSE,TRUE,2853,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)"
"S000013341","AF064458","76759","Pseudomonas monteilii",TRUE,TRUE,2859,FALSE,TRUE,"Pseudomonas monteilii (76759)"
"S000014476","AF502594","76759","Pseudomonas monteilii",FALSE,TRUE,2860,FALSE,TRUE,"Pseudomonas monteilii (76759)"
"S001292944","FJ560914","76759","Pseudomonas monteilii",FALSE,TRUE,2869,FALSE,TRUE,"Pseudomonas monteilii (76759)"
"S001417836","FJ897847","76759","Pseudomonas monteilii",FALSE,TRUE,2870,FALSE,TRUE,"Pseudomonas monteilii (76759)"
"S001577040","GQ284476","76759","Pseudomonas monteilii",FALSE,TRUE,2871,FALSE,TRUE,"Pseudomonas monteilii (76759)"
"S000538861","DQ073452","78327","Pseudomonas mosselii",FALSE,TRUE,2874,FALSE,TRUE,"Pseudomonas mosselii (78327)"
"S000559127","DQ095914","78327","Pseudomonas mosselii",FALSE,TRUE,2876,FALSE,TRUE,"Pseudomonas mosselii (78327)"
"S000776614","EF178445","78327","Pseudomonas mosselii",FALSE,TRUE,2878,FALSE,TRUE,"Pseudomonas mosselii (78327)"
"S000841838","AF072688","78327","Pseudomonas mosselii",TRUE,TRUE,2879,FALSE,TRUE,"Pseudomonas mosselii (78327)"
"S000980226","EU301780","78327","Pseudomonas mosselii",FALSE,TRUE,2880,FALSE,TRUE,"Pseudomonas mosselii (78327)"
"S000001704","AB050110","820","Bacteroides uniformis",FALSE,TRUE,2883,FALSE,TRUE,"Bacteroides uniformis (820)"
"S000407865","AY349154","820","Bacteroides uniformis",FALSE,TRUE,2884,FALSE,TRUE,"Bacteroides uniformis (820)"
"S000469521","AB117563","820","Bacteroides uniformis",FALSE,TRUE,2885,FALSE,TRUE,"Bacteroides uniformis (820)"
"S000469522","AB117564","820","Bacteroides uniformis",FALSE,TRUE,2886,FALSE,TRUE,"Bacteroides uniformis (820)"
"S001045755","EU722741","820","Bacteroides uniformis",FALSE,TRUE,2895,FALSE,TRUE,"Bacteroides uniformis (820)"
"3BV-26","","82135","Atopobium vaginae",FALSE,TRUE,2908,FALSE,TRUE,"Atopobium vaginae (82135)"
"7BVB-16","","82135","Atopobium vaginae",FALSE,TRUE,2920,FALSE,TRUE,"Atopobium vaginae (82135)"
"3376-129DG2R-17","","82135","Atopobium vaginae",FALSE,TRUE,2921,FALSE,TRUE,"Atopobium vaginae (82135)"
"S000130242","Y17195","82135","Atopobium vaginae",TRUE,TRUE,2923,FALSE,TRUE,"Atopobium vaginae (82135)"
"S000607439","AJ585206","82135","Atopobium vaginae",FALSE,TRUE,2925,FALSE,TRUE,"Atopobium vaginae (82135)"
"123F3-35","","838_1","Prevotella genogroup 1",FALSE,TRUE,2929,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"1BV-26","","838_1","Prevotella genogroup 1",FALSE,TRUE,2931,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"1BVBACT-24","","838_1","Prevotella genogroup 1",FALSE,TRUE,2933,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"2BVBACT-34","","838_1","Prevotella genogroup 1",FALSE,TRUE,2938,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"4BVB-89","","838_1","Prevotella genogroup 1",FALSE,TRUE,2941,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"5BV-94","","838_1","Prevotella genogroup 1",FALSE,TRUE,2944,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"6BV-81","","838_1","Prevotella genogroup 1",FALSE,TRUE,2947,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"7BVC-90","","838_1","Prevotella genogroup 1",FALSE,TRUE,2949,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"8BV-1","","838_1","Prevotella genogroup 1",FALSE,TRUE,2950,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"8BV-8","","838_1","Prevotella genogroup 1",FALSE,TRUE,2953,FALSE,TRUE,"Prevotella genogroup 1 (838_1)"
"113S1-20","","838_2","Prevotella genogroup 2",FALSE,TRUE,2956,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"123B-12","","838_2","Prevotella genogroup 2",FALSE,TRUE,2957,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"123B-9","","838_2","Prevotella genogroup 2",FALSE,TRUE,2958,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"123F3-40","","838_2","Prevotella genogroup 2",FALSE,TRUE,2960,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"123Q-4","","838_2","Prevotella genogroup 2",FALSE,TRUE,2961,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"127Q-100","","838_2","Prevotella genogroup 2",FALSE,TRUE,2963,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"1BVBACT-11","","838_2","Prevotella genogroup 2",FALSE,TRUE,2967,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"6BV-36","","838_2","Prevotella genogroup 2",FALSE,TRUE,2971,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"7BVA-49","","838_2","Prevotella genogroup 2",FALSE,TRUE,2974,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"7BVA-28","","838_2","Prevotella genogroup 2",FALSE,TRUE,2975,FALSE,TRUE,"Prevotella genogroup 2 (838_2)"
"123F-110","","838_3","Prevotella genogroup 3",FALSE,TRUE,2976,FALSE,TRUE,"Prevotella genogroup 3 (838_3)"
"3BV-37","","838_3","Prevotella genogroup 3",FALSE,TRUE,2977,FALSE,TRUE,"Prevotella genogroup 3 (838_3)"
"3BV-52","","838_3","Prevotella genogroup 3",FALSE,TRUE,2978,FALSE,TRUE,"Prevotella genogroup 3 (838_3)"
"8BV-4","","838_3","Prevotella genogroup 3",FALSE,TRUE,2979,FALSE,TRUE,"Prevotella genogroup 3 (838_3)"
"3025-338F-60","","838_3","Prevotella genogroup 3",FALSE,TRUE,2980,FALSE,TRUE,"Prevotella genogroup 3 (838_3)"
"3025-189R-110","","838_3","Prevotella genogroup 3",FALSE,TRUE,2981,FALSE,TRUE,"Prevotella genogroup 3 (838_3)"
"3025-9-F","","838_3","Prevotella genogroup 3",FALSE,TRUE,2982,FALSE,TRUE,"Prevotella genogroup 3 (838_3)"
"1BV-27","","838_4","Prevotella genogroup 4",FALSE,TRUE,2984,FALSE,TRUE,"Prevotella genogroup 4 (838_4)"
"1BVBACT-28","","838_4","Prevotella genogroup 4",FALSE,TRUE,2985,FALSE,TRUE,"Prevotella genogroup 4 (838_4)"
"4BVQ-57","","838_4","Prevotella genogroup 4",FALSE,TRUE,2986,FALSE,TRUE,"Prevotella genogroup 4 (838_4)"
"5BVBACT-2","","838_4","Prevotella genogroup 4",FALSE,TRUE,2987,FALSE,TRUE,"Prevotella genogroup 4 (838_4)"
"6BV-15","","838_4","Prevotella genogroup 4",FALSE,TRUE,2988,FALSE,TRUE,"Prevotella genogroup 4 (838_4)"
"7BVA-26","","838_4","Prevotella genogroup 4",FALSE,TRUE,2991,FALSE,TRUE,"Prevotella genogroup 4 (838_4)"
"3025-338F-43","","838_4","Prevotella genogroup 4",FALSE,TRUE,2992,FALSE,TRUE,"Prevotella genogroup 4 (838_4)"
"3025-189R-100","","838_4","Prevotella genogroup 4",FALSE,TRUE,2993,FALSE,TRUE,"Prevotella genogroup 4 (838_4)"
"113F4-66","","838_5","Prevotella genogroup 5",FALSE,TRUE,2994,FALSE,TRUE,"Prevotella genogroup 5 (838_5)"
"113F4-12","","838_6","Prevotella genogroup 6",FALSE,TRUE,2995,FALSE,TRUE,"Prevotella genogroup 6 (838_6)"
"113F4-94","","838_6","Prevotella genogroup 6",FALSE,TRUE,2996,FALSE,TRUE,"Prevotella genogroup 6 (838_6)"
"113S1-84","","838_6","Prevotella genogroup 6",FALSE,TRUE,2997,FALSE,TRUE,"Prevotella genogroup 6 (838_6)"
"113S1-92","","838_6","Prevotella genogroup 6",FALSE,TRUE,2998,FALSE,TRUE,"Prevotella genogroup 6 (838_6)"
"123F2-17","","838_7","Prevotella genogroup 7",FALSE,TRUE,2999,FALSE,TRUE,"Prevotella genogroup 7 (838_7)"
"123F2-72","","838_7","Prevotella genogroup 7",FALSE,TRUE,3000,FALSE,TRUE,"Prevotella genogroup 7 (838_7)"
"136B-22","","838_7","Prevotella genogroup 7",FALSE,TRUE,3001,FALSE,TRUE,"Prevotella genogroup 7 (838_7)"
"113S1-24","","84111","Eggerthella",FALSE,TRUE,3003,FALSE,TRUE,"Eggerthella (84111)"
"123Q-104","","84111","Eggerthella",FALSE,TRUE,3005,FALSE,TRUE,"Eggerthella (84111)"
"1BV-101","","84111","Eggerthella",FALSE,TRUE,3006,FALSE,TRUE,"Eggerthella (84111)"
"1BVBACT-18","","84111","Eggerthella",FALSE,TRUE,3007,FALSE,TRUE,"Eggerthella (84111)"
"2BV-41","","84111","Eggerthella",FALSE,TRUE,3008,FALSE,TRUE,"Eggerthella (84111)"
"3025-338F-92","","849","Fusobacterium gonidiaformans",FALSE,TRUE,3014,FALSE,TRUE,"Fusobacterium gonidiaformans (849)"
"3025-189R-78","","849","Fusobacterium gonidiaformans",FALSE,TRUE,3015,FALSE,TRUE,"Fusobacterium gonidiaformans (849)"
"S000367147","AJ810275","851","Fusobacterium nucleatum",FALSE,TRUE,3016,FALSE,TRUE,"Fusobacterium nucleatum (851)"
"S000653596","DQ440563","851","Fusobacterium nucleatum",FALSE,TRUE,3020,FALSE,TRUE,"Fusobacterium nucleatum (851)"
"S001243290","FJ471642","851","Fusobacterium nucleatum",FALSE,TRUE,3028,FALSE,TRUE,"Fusobacterium nucleatum (851)"
"S001243311","FJ471663","851","Fusobacterium nucleatum",FALSE,TRUE,3044,FALSE,TRUE,"Fusobacterium nucleatum (851)"
"S001574342","FJ471648","851","Fusobacterium nucleatum",FALSE,TRUE,3049,FALSE,TRUE,"Fusobacterium nucleatum (851)"
"3001-189R-46","","87541","Aerococcus christensenii",FALSE,TRUE,3051,FALSE,TRUE,"Aerococcus christensenii (87541)"
"S000013318","Y17318","87541","Aerococcus christensenii",FALSE,TRUE,3052,FALSE,TRUE,"Aerococcus christensenii (87541)"
"S000127667","Y17005","87541","Aerococcus christensenii",TRUE,TRUE,3053,FALSE,TRUE,"Aerococcus christensenii (87541)"
"113S1-4","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3054,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)"
"127B-2","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3056,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)"
"2BV-45","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3060,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)"
"4BVB-3","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3062,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)"
"5BVBACT-19","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3065,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)"
"7BVA-22","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3069,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)"
"7BVA-99","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3070,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)"
"3025-338F-4","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3071,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)"
"3025-189R-21","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3072,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)"
"123B-13-F","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3073,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)"
"123B-31","","95818","candidate division TM7",FALSE,TRUE,3074,FALSE,TRUE,"candidate division TM7 (95818)"
"4BVB-68","","95818","candidate division TM7",FALSE,TRUE,3075,FALSE,TRUE,"candidate division TM7 (95818)"
"6BV-75","","95818","candidate division TM7",FALSE,TRUE,3076,FALSE,TRUE,"candidate division TM7 (95818)"
"S000387302","AF126738","97478","Lactobacillus mucosae",TRUE,TRUE,3077,FALSE,TRUE,"Lactobacillus mucosae (97478)"
"S000389887","AF243145","97478","Lactobacillus mucosae",FALSE,TRUE,3078,FALSE,TRUE,"Lactobacillus mucosae (97478)"
"S000389890","AF243148","97478","Lactobacillus mucosae",FALSE,TRUE,3079,FALSE,TRUE,"Lactobacillus mucosae (97478)"
"S000547355","AY445124","97478","Lactobacillus mucosae",FALSE,TRUE,3080,FALSE,TRUE,"Lactobacillus mucosae (97478)"
"S000547356","AY445125","97478","Lactobacillus mucosae",FALSE,TRUE,3081,FALSE,TRUE,"Lactobacillus mucosae (97478)"
"S000547357","AY445126","97478","Lactobacillus mucosae",FALSE,TRUE,3082,FALSE,TRUE,"Lactobacillus mucosae (97478)"
"S000566906","AB186315","97478","Lactobacillus mucosae",FALSE,TRUE,3083,FALSE,TRUE,"Lactobacillus mucosae (97478)"
"S000566917","AB186326","97478","Lactobacillus mucosae",FALSE,TRUE,3085,FALSE,TRUE,"Lactobacillus mucosae (97478)"
"S000926256","EF120376","97478","Lactobacillus mucosae",FALSE,TRUE,3086,FALSE,TRUE,"Lactobacillus mucosae (97478)"
"S001046089","EU728797","97478","Lactobacillus mucosae",FALSE,TRUE,3087,FALSE,TRUE,"Lactobacillus mucosae (97478)"
